P1:	000000
P1:	000000
P1:	000000
P1:	000000
P1:	000000
P1:	000000
P1:	000000
P1:	000000
P1:	000000
P1:	000000
P1:	000000
P1:	000000
P1:	000001
P1:	000001
P1:	000000
P1:	000000
P1:	000001
P1:	000000
P1:	000001
P1:	000001
P1:	000001
P1:	000001
P1:	000001
P1:	000001
P1:	000001
P1:	000000
P1:	000000
P1:	000001
P1:	000001
P1:	000000
P2:	000000
P2:	000000
P2:	000000
P2:	000000
P2:	000000
P2:	000001
P2:	000001
P2:	000001
P2:	000001
P2:	000001
P2:	000010
P2:	000001
P2:	000001
P2:	000000
P2:	000000
P2:	000010
P2:	000010
P2:	000011
P2:	000011
P2:	000010
P2:	000010
P2:	000011
P2:	000010
P2:	000011
P2:	000011
P2:	000100
P2:	000100
P2:	000100
P2:	000100
P2:	000100
P2:	000100
P2:	000100
P2:	000100
P2:	000100
P2:	000100
P2:	000100
P2:	000100
P2:	000011
P2:	000101
P2:	000100
P2:	000100
P2:	000101
P2:	000010
P2:	000011
P2:	000101
P2:	000011
P2:	000011
P2:	000011
P2:	000101
P2:	000010
P2:	000101
P2:	000011
P2:	000100
P2:	000101
P2:	000010
P3:	000000
P3:	000000
P3:	000000
P3:	000000
P3:	000000
P3:	000000
P3:	000000
P3:	000001
P3:	000001
P3:	000000
P3:	000000
P3:	000001
P3:	000000
P3:	000001
P3:	000001
P3:	000010
P3:	000010
P3:	000011
P3:	000011
P3:	000010
P3:	000010
P3:	000011
P3:	000010
P3:	000011
P3:	000011
P3:	000011
P3:	000011
P3:	000011
P3:	000011
P3:	000010
P3:	000011
P3:	000011
P3:	000010
P3:	000011
P3:	000010
P4:	000000
P4:	000000
P4:	000000
P4:	000000
P4:	000000
P4:	000001
P4:	000001
P4:	000001
P4:	000001
P4:	000001
P4:	000010
P4:	000001
P4:	000001
P4:	000000
P4:	000000
P4:	000010
P4:	000010
P4:	000010
P4:	000010
P4:	000010
P4:	000010
P4:	000010
P4:	000010
P4:	000010
P4:	000010
P4:	000011
P4:	000011
P4:	000011
P4:	000011
P4:	000011
P4:	000100
P4:	000011
P4:	000011
P4:	000010
P4:	000010
P4:	000011
P4:	000100
P4:	000100
P4:	000010
P4:	000011
P4:	000011
P4:	000011
P4:	000100
P4:	000100
P4:	000010
P4:	000101
P4:	000101
P4:	000101
P4:	000101
P4:	000101
P4:	000101
P4:	000101
P4:	000101
P4:	000101
P4:	000101
P4:	000101
P4:	000101
P4:	000101
P4:	000101
P4:	000101
P4:	000101
P4:	000101
P4:	000101
P4:	000101
P4:	000101
P4:	000110
P4:	000110
P4:	000110
P4:	000110
P4:	000110
P4:	000110
P4:	000110
P4:	000110
P4:	000110
P4:	000110
P4:	000111
P4:	000111
P4:	000111
P4:	000111
P4:	000111
P4:	000111
P4:	000111
P4:	000111
P4:	000111
P4:	000111
P4:	001000
P4:	001000
P4:	001000
P4:	001000
P4:	001000
P4:	001000
P4:	001000
P4:	001000
P4:	001000
P4:	001000
P4:	001001
P4:	001001
P4:	001001
P4:	001001
P4:	001001
P4:	001001
P4:	001001
P4:	001001
P4:	001001
P4:	001001
P4:	001010
P4:	001010
P4:	001010
P4:	001010
P4:	001010
P4:	001010
P4:	001010
P4:	001010
P4:	001010
P4:	001010
P5:	000000
P5:	000000
P5:	000000
P5:	000000
P5:	000000
P5:	000000
P5:	000000
P5:	000001
P5:	000001
P5:	000000
P5:	000000
P5:	000001
P5:	000000
P5:	000001
P5:	000001
P5:	000001
P5:	000001
P5:	000010
P5:	000010
P5:	000001
P5:	000001
P5:	000010
P5:	000001
P5:	000010
P5:	000010
P1:	000001
P1:	000001
P1:	000010
P1:	000010
P1:	000001
P1:	000001
P1:	000010
P1:	000001
P1:	000010
P1:	000010
P1:	000000
P1:	000000
P1:	000001
P1:	000001
P1:	000000
P1:	000000
P1:	000001
P1:	000000
P1:	000001
P1:	000001
P1:	000000
P1:	000000
P1:	000000
P1:	000000
P1:	000000
P2:	000100
P2:	000100
P2:	000100
P2:	000100
P2:	000100
P2:	000101
P2:	000100
P2:	000100
P2:	000011
P2:	000011
P2:	000100
P2:	000101
P2:	000101
P2:	000011
P2:	000100
P2:	000100
P2:	000100
P2:	000101
P2:	000101
P2:	000011
P2:	000101
P2:	000011
P2:	000011
P2:	000011
P2:	000100
P2:	000100
P2:	000100
P2:	000011
P2:	000100
P2:	000100
P2:	000110
P2:	000110
P2:	000111
P2:	000111
P2:	000110
P2:	000110
P2:	000111
P2:	000110
P2:	000111
P2:	000111
P2:	001000
P2:	001000
P2:	001000
P2:	001000
P2:	001000
P2:	001000
P2:	001000
P2:	001000
P2:	001000
P2:	001000
P2:	001000
P2:	001000
P2:	001000
P2:	001001
P2:	001000
P2:	001000
P2:	001001
P2:	001000
P2:	001000
P2:	001001
P2:	000010
P2:	000010
P2:	000011
P2:	000011
P2:	000010
P2:	000010
P2:	000011
P2:	000010
P2:	000011
P2:	000011
P2:	000011
P2:	000011
P2:	000011
P2:	000011
P2:	000010
